Domain Code,Domain,Area Code (FAO),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"RL","Land Use","5501","Australia and New Zealand","5110","Area","6655","Land under perm. meadows and pastures","1995","1995","1000 ha","459699","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5501","Australia and New Zealand","5110","Area","6655","Land under perm. meadows and pastures","1996","1996","1000 ha","459122","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5501","Australia and New Zealand","5110","Area","6655","Land under perm. meadows and pastures","1997","1997","1000 ha","454401","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5501","Australia and New Zealand","5110","Area","6655","Land under perm. meadows and pastures","1998","1998","1000 ha","455587","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5501","Australia and New Zealand","5110","Area","6655","Land under perm. meadows and pastures","1999","1999","1000 ha","443730","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5501","Australia and New Zealand","5110","Area","6655","Land under perm. meadows and pastures","2000","2000","1000 ha","445564","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5501","Australia and New Zealand","5110","Area","6655","Land under perm. meadows and pastures","2001","2001","1000 ha","445044","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5501","Australia and New Zealand","5110","Area","6655","Land under perm. meadows and pastures","2002","2002","1000 ha","434506","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5501","Australia and New Zealand","5110","Area","6655","Land under perm. meadows and pastures","2003","2003","1000 ha","427314","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5501","Australia and New Zealand","5110","Area","6655","Land under perm. meadows and pastures","2004","2004","1000 ha","380234","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5501","Australia and New Zealand","5110","Area","6655","Land under perm. meadows and pastures","2005","2005","1000 ha","394713","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5501","Australia and New Zealand","5110","Area","6655","Land under perm. meadows and pastures","2006","2006","1000 ha","395651","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5501","Australia and New Zealand","5110","Area","6655","Land under perm. meadows and pastures","2007","2007","1000 ha","385813.5","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5501","Australia and New Zealand","5110","Area","6655","Land under perm. meadows and pastures","2008","2008","1000 ha","375767","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5501","Australia and New Zealand","5110","Area","6655","Land under perm. meadows and pastures","2009","2009","1000 ha","367695","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5501","Australia and New Zealand","5110","Area","6655","Land under perm. meadows and pastures","2010","2010","1000 ha","361243","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5501","Australia and New Zealand","5110","Area","6655","Land under perm. meadows and pastures","2011","2011","1000 ha","374873","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5501","Australia and New Zealand","5110","Area","6655","Land under perm. meadows and pastures","2012","2012","1000 ha","365713","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5501","Australia and New Zealand","5110","Area","6655","Land under perm. meadows and pastures","2013","2013","1000 ha","350653","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5501","Australia and New Zealand","5110","Area","6655","Land under perm. meadows and pastures","2014","2014","1000 ha","352576","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5501","Australia and New Zealand","5110","Area","6655","Land under perm. meadows and pastures","2015","2015","1000 ha","326890","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5501","Australia and New Zealand","5110","Area","6655","Land under perm. meadows and pastures","2016","2016","1000 ha","322231","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5501","Australia and New Zealand","5110","Area","6655","Land under perm. meadows and pastures","2017","2017","1000 ha","350850","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5501","Australia and New Zealand","5110","Area","6655","Land under perm. meadows and pastures","2018","2018","1000 ha","337499","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5501","Australia and New Zealand","5110","Area","6655","Land under perm. meadows and pastures","2019","2019","1000 ha","341283","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5501","Australia and New Zealand","5110","Area","6646","Forest land","1990","1990","1000 ha","143254.96","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5501","Australia and New Zealand","5110","Area","6646","Forest land","1991","1991","1000 ha","143095.967","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5501","Australia and New Zealand","5110","Area","6646","Forest land","1992","1992","1000 ha","142936.974","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5501","Australia and New Zealand","5110","Area","6646","Forest land","1993","1993","1000 ha","142777.981","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5501","Australia and New Zealand","5110","Area","6646","Forest land","1994","1994","1000 ha","142618.988","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5501","Australia and New Zealand","5110","Area","6646","Forest land","1995","1995","1000 ha","142459.995","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5501","Australia and New Zealand","5110","Area","6646","Forest land","1996","1996","1000 ha","142301.002","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5501","Australia and New Zealand","5110","Area","6646","Forest land","1997","1997","1000 ha","142142.009","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5501","Australia and New Zealand","5110","Area","6646","Forest land","1998","1998","1000 ha","141983.016","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5501","Australia and New Zealand","5110","Area","6646","Forest land","1999","1999","1000 ha","141824.023","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5501","Australia and New Zealand","5110","Area","6646","Forest land","2000","2000","1000 ha","141665.03","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5501","Australia and New Zealand","5110","Area","6646","Forest land","2001","2001","1000 ha","141437.998","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5501","Australia and New Zealand","5110","Area","6646","Forest land","2002","2002","1000 ha","141210.966","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5501","Australia and New Zealand","5110","Area","6646","Forest land","2003","2003","1000 ha","140983.934","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5501","Australia and New Zealand","5110","Area","6646","Forest land","2004","2004","1000 ha","140756.902","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5501","Australia and New Zealand","5110","Area","6646","Forest land","2005","2005","1000 ha","140529.87","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5501","Australia and New Zealand","5110","Area","6646","Forest land","2006","2006","1000 ha","140302.838","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5501","Australia and New Zealand","5110","Area","6646","Forest land","2007","2007","1000 ha","140075.806","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5501","Australia and New Zealand","5110","Area","6646","Forest land","2008","2008","1000 ha","139848.774","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5501","Australia and New Zealand","5110","Area","6646","Forest land","2009","2009","1000 ha","139621.742","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5501","Australia and New Zealand","5110","Area","6646","Forest land","2010","2010","1000 ha","139394.71","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5501","Australia and New Zealand","5110","Area","6646","Forest land","2011","2011","1000 ha","140104.088","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5501","Australia and New Zealand","5110","Area","6646","Forest land","2012","2012","1000 ha","140813.466","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5501","Australia and New Zealand","5110","Area","6646","Forest land","2013","2013","1000 ha","141522.844","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5501","Australia and New Zealand","5110","Area","6646","Forest land","2014","2014","1000 ha","142232.222","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5501","Australia and New Zealand","5110","Area","6646","Forest land","2015","2015","1000 ha","142941.6","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5501","Australia and New Zealand","5110","Area","6646","Forest land","2016","2016","1000 ha","143884.44","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5501","Australia and New Zealand","5110","Area","6646","Forest land","2017","2017","1000 ha","143868.74","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5501","Australia and New Zealand","5110","Area","6646","Forest land","2018","2018","1000 ha","143860.74","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5501","Australia and New Zealand","5110","Area","6646","Forest land","2019","2019","1000 ha","143871.11","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5501","Australia and New Zealand","72151","Carbon stock in living biomass","6646","Forest land","1990","1990","million tonnes","10087.3507","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5501","Australia and New Zealand","72151","Carbon stock in living biomass","6646","Forest land","1991","1991","million tonnes","10081.673","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5501","Australia and New Zealand","72151","Carbon stock in living biomass","6646","Forest land","1992","1992","million tonnes","10075.9953","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5501","Australia and New Zealand","72151","Carbon stock in living biomass","6646","Forest land","1993","1993","million tonnes","10070.3177","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5501","Australia and New Zealand","72151","Carbon stock in living biomass","6646","Forest land","1994","1994","million tonnes","10064.64","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5501","Australia and New Zealand","72151","Carbon stock in living biomass","6646","Forest land","1995","1995","million tonnes","10058.9623","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5501","Australia and New Zealand","72151","Carbon stock in living biomass","6646","Forest land","1996","1996","million tonnes","10053.2847","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5501","Australia and New Zealand","72151","Carbon stock in living biomass","6646","Forest land","1997","1997","million tonnes","10047.607","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5501","Australia and New Zealand","72151","Carbon stock in living biomass","6646","Forest land","1998","1998","million tonnes","10041.9293","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5501","Australia and New Zealand","72151","Carbon stock in living biomass","6646","Forest land","1999","1999","million tonnes","10036.2516","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5501","Australia and New Zealand","72151","Carbon stock in living biomass","6646","Forest land","2000","2000","million tonnes","10030.574","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5501","Australia and New Zealand","72151","Carbon stock in living biomass","6646","Forest land","2001","2001","million tonnes","10029.7899","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5501","Australia and New Zealand","72151","Carbon stock in living biomass","6646","Forest land","2002","2002","million tonnes","10029.0058","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5501","Australia and New Zealand","72151","Carbon stock in living biomass","6646","Forest land","2003","2003","million tonnes","10028.2217","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5501","Australia and New Zealand","72151","Carbon stock in living biomass","6646","Forest land","2004","2004","million tonnes","10027.4376","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5501","Australia and New Zealand","72151","Carbon stock in living biomass","6646","Forest land","2005","2005","million tonnes","10026.6535","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5501","Australia and New Zealand","72151","Carbon stock in living biomass","6646","Forest land","2006","2006","million tonnes","10025.8693","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5501","Australia and New Zealand","72151","Carbon stock in living biomass","6646","Forest land","2007","2007","million tonnes","10025.0852","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5501","Australia and New Zealand","72151","Carbon stock in living biomass","6646","Forest land","2008","2008","million tonnes","10024.3011","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5501","Australia and New Zealand","72151","Carbon stock in living biomass","6646","Forest land","2009","2009","million tonnes","10023.517","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5501","Australia and New Zealand","72151","Carbon stock in living biomass","6646","Forest land","2010","2010","million tonnes","10022.7329","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5501","Australia and New Zealand","72151","Carbon stock in living biomass","6646","Forest land","2011","2011","million tonnes","10036.3193","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5501","Australia and New Zealand","72151","Carbon stock in living biomass","6646","Forest land","2012","2012","million tonnes","10049.9056","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5501","Australia and New Zealand","72151","Carbon stock in living biomass","6646","Forest land","2013","2013","million tonnes","10063.4919","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5501","Australia and New Zealand","72151","Carbon stock in living biomass","6646","Forest land","2014","2014","million tonnes","10077.0782","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5501","Australia and New Zealand","72151","Carbon stock in living biomass","6646","Forest land","2015","2015","million tonnes","10090.6645","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5501","Australia and New Zealand","72151","Carbon stock in living biomass","6646","Forest land","2016","2016","million tonnes","10094.9735","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5501","Australia and New Zealand","72151","Carbon stock in living biomass","6646","Forest land","2017","2017","million tonnes","10099.2486","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5501","Australia and New Zealand","72151","Carbon stock in living biomass","6646","Forest land","2018","2018","million tonnes","10102.4295","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5501","Australia and New Zealand","72151","Carbon stock in living biomass","6646","Forest land","2019","2019","million tonnes","10105.7155","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5501","Australia and New Zealand","5110","Area","6717","Naturally regenerating forest","1990","1990","1000 ha","140700.9","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5501","Australia and New Zealand","5110","Area","6717","Naturally regenerating forest","1991","1991","1000 ha","140446.326","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5501","Australia and New Zealand","5110","Area","6717","Naturally regenerating forest","1992","1992","1000 ha","140191.752","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5501","Australia and New Zealand","5110","Area","6717","Naturally regenerating forest","1993","1993","1000 ha","139937.178","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5501","Australia and New Zealand","5110","Area","6717","Naturally regenerating forest","1994","1994","1000 ha","139682.604","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5501","Australia and New Zealand","5110","Area","6717","Naturally regenerating forest","1995","1995","1000 ha","139428.03","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5501","Australia and New Zealand","5110","Area","6717","Naturally regenerating forest","1996","1996","1000 ha","139173.456","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5501","Australia and New Zealand","5110","Area","6717","Naturally regenerating forest","1997","1997","1000 ha","138918.882","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5501","Australia and New Zealand","5110","Area","6717","Naturally regenerating forest","1998","1998","1000 ha","138664.308","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5501","Australia and New Zealand","5110","Area","6717","Naturally regenerating forest","1999","1999","1000 ha","138409.734","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5501","Australia and New Zealand","5110","Area","6717","Naturally regenerating forest","2000","2000","1000 ha","138155.16","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5501","Australia and New Zealand","5110","Area","6717","Naturally regenerating forest","2001","2001","1000 ha","137859.888","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5501","Australia and New Zealand","5110","Area","6717","Naturally regenerating forest","2002","2002","1000 ha","137564.616","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5501","Australia and New Zealand","5110","Area","6717","Naturally regenerating forest","2003","2003","1000 ha","137269.344","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5501","Australia and New Zealand","5110","Area","6717","Naturally regenerating forest","2004","2004","1000 ha","136974.072","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5501","Australia and New Zealand","5110","Area","6717","Naturally regenerating forest","2005","2005","1000 ha","136678.8","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5501","Australia and New Zealand","5110","Area","6717","Naturally regenerating forest","2006","2006","1000 ha","136383.528","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5501","Australia and New Zealand","5110","Area","6717","Naturally regenerating forest","2007","2007","1000 ha","136088.256","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5501","Australia and New Zealand","5110","Area","6717","Naturally regenerating forest","2008","2008","1000 ha","135792.984","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5501","Australia and New Zealand","5110","Area","6717","Naturally regenerating forest","2009","2009","1000 ha","135497.712","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5501","Australia and New Zealand","5110","Area","6717","Naturally regenerating forest","2010","2010","1000 ha","135202.44","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5501","Australia and New Zealand","5110","Area","6717","Naturally regenerating forest","2011","2011","1000 ha","135861.682","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5501","Australia and New Zealand","5110","Area","6717","Naturally regenerating forest","2012","2012","1000 ha","136520.924","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5501","Australia and New Zealand","5110","Area","6717","Naturally regenerating forest","2013","2013","1000 ha","137180.166","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5501","Australia and New Zealand","5110","Area","6717","Naturally regenerating forest","2014","2014","1000 ha","137839.408","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5501","Australia and New Zealand","5110","Area","6717","Naturally regenerating forest","2015","2015","1000 ha","138498.65","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5501","Australia and New Zealand","5110","Area","6717","Naturally regenerating forest","2016","2016","1000 ha","139436.14","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5501","Australia and New Zealand","5110","Area","6717","Naturally regenerating forest","2017","2017","1000 ha","139418.46","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5501","Australia and New Zealand","5110","Area","6717","Naturally regenerating forest","2018","2018","1000 ha","139417.78","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5501","Australia and New Zealand","5110","Area","6717","Naturally regenerating forest","2019","2019","1000 ha","139418.76","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5501","Australia and New Zealand","5110","Area","6716","Planted Forest","1990","1990","1000 ha","2554.07","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5501","Australia and New Zealand","5110","Area","6716","Planted Forest","1991","1991","1000 ha","2649.65","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5501","Australia and New Zealand","5110","Area","6716","Planted Forest","1992","1992","1000 ha","2745.23","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5501","Australia and New Zealand","5110","Area","6716","Planted Forest","1993","1993","1000 ha","2840.81","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5501","Australia and New Zealand","5110","Area","6716","Planted Forest","1994","1994","1000 ha","2936.39","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5501","Australia and New Zealand","5110","Area","6716","Planted Forest","1995","1995","1000 ha","3031.97","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5501","Australia and New Zealand","5110","Area","6716","Planted Forest","1996","1996","1000 ha","3127.55","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5501","Australia and New Zealand","5110","Area","6716","Planted Forest","1997","1997","1000 ha","3223.13","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5501","Australia and New Zealand","5110","Area","6716","Planted Forest","1998","1998","1000 ha","3318.71","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5501","Australia and New Zealand","5110","Area","6716","Planted Forest","1999","1999","1000 ha","3414.29","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5501","Australia and New Zealand","5110","Area","6716","Planted Forest","2000","2000","1000 ha","3509.87","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5501","Australia and New Zealand","5110","Area","6716","Planted Forest","2001","2001","1000 ha","3578.11","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5501","Australia and New Zealand","5110","Area","6716","Planted Forest","2002","2002","1000 ha","3646.35","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5501","Australia and New Zealand","5110","Area","6716","Planted Forest","2003","2003","1000 ha","3714.59","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5501","Australia and New Zealand","5110","Area","6716","Planted Forest","2004","2004","1000 ha","3782.83","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5501","Australia and New Zealand","5110","Area","6716","Planted Forest","2005","2005","1000 ha","3851.07","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5501","Australia and New Zealand","5110","Area","6716","Planted Forest","2006","2006","1000 ha","3919.31","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5501","Australia and New Zealand","5110","Area","6716","Planted Forest","2007","2007","1000 ha","3987.55","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5501","Australia and New Zealand","5110","Area","6716","Planted Forest","2008","2008","1000 ha","4055.79","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5501","Australia and New Zealand","5110","Area","6716","Planted Forest","2009","2009","1000 ha","4124.03","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5501","Australia and New Zealand","5110","Area","6716","Planted Forest","2010","2010","1000 ha","4192.27","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5501","Australia and New Zealand","5110","Area","6716","Planted Forest","2011","2011","1000 ha","4242.406","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5501","Australia and New Zealand","5110","Area","6716","Planted Forest","2012","2012","1000 ha","4292.542","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5501","Australia and New Zealand","5110","Area","6716","Planted Forest","2013","2013","1000 ha","4342.678","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5501","Australia and New Zealand","5110","Area","6716","Planted Forest","2014","2014","1000 ha","4392.814","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5501","Australia and New Zealand","5110","Area","6716","Planted Forest","2015","2015","1000 ha","4442.95","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5501","Australia and New Zealand","5110","Area","6716","Planted Forest","2016","2016","1000 ha","4448.31","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5501","Australia and New Zealand","5110","Area","6716","Planted Forest","2017","2017","1000 ha","4450.28","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5501","Australia and New Zealand","5110","Area","6716","Planted Forest","2018","2018","1000 ha","4442.96","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5501","Australia and New Zealand","5110","Area","6716","Planted Forest","2019","2019","1000 ha","4452.35","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5501","Australia and New Zealand","5110","Area","6670","Other land","1990","1990","1000 ha","170690.04","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5501","Australia and New Zealand","5110","Area","6670","Other land","1991","1991","1000 ha","172567.033","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5501","Australia and New Zealand","5110","Area","6670","Other land","1992","1992","1000 ha","169663.026","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5501","Australia and New Zealand","5110","Area","6670","Other land","1993","1993","1000 ha","175770.019","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5501","Australia and New Zealand","5110","Area","6670","Other land","1994","1994","1000 ha","167686.012","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5501","Australia and New Zealand","5110","Area","6670","Other land","1995","1995","1000 ha","173741.005","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5501","Australia and New Zealand","5110","Area","6670","Other land","1996","1996","1000 ha","172128.998","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5501","Australia and New Zealand","5110","Area","6670","Other land","1997","1997","1000 ha","175285.991","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5501","Australia and New Zealand","5110","Area","6670","Other land","1998","1998","1000 ha","173796.984","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5501","Australia and New Zealand","5110","Area","6670","Other land","1999","1999","1000 ha","184143.977","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5501","Australia and New Zealand","5110","Area","6670","Other land","2000","2000","1000 ha","182016.97","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5501","Australia and New Zealand","5110","Area","6670","Other land","2001","2001","1000 ha","182008.002","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5501","Australia and New Zealand","5110","Area","6670","Other land","2002","2002","1000 ha","194254.034","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5501","Australia and New Zealand","5110","Area","6670","Other land","2003","2003","1000 ha","202222.066","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5501","Australia and New Zealand","5110","Area","6670","Other land","2004","2004","1000 ha","201807.098","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5501","Australia and New Zealand","5110","Area","6670","Other land","2005","2005","1000 ha","197173.13","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5501","Australia and New Zealand","5110","Area","6670","Other land","2006","2006","1000 ha","207961.162","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5501","Australia and New Zealand","5110","Area","6670","Other land","2007","2007","1000 ha","217552.194","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5501","Australia and New Zealand","5110","Area","6670","Other land","2008","2008","1000 ha","226053.226","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","5501","Australia and New Zealand","5110","Area","6670","Other land","2009","2009","1000 ha","234423.258","A","Aggregate, may include official, semi-official, estimated or calculated data"
